block_id,block_start_time,block_end_time,rows,positive_count,positive_rate,p_adic_tree_scan_llr,tree_scan_depth,tree_scan_node,tree_scan_observed,tree_scan_expected,tree_scan_support_ok,p_adic_conditional_tree_scan_llr,conditional_tree_scan_depth,conditional_tree_scan_node,conditional_tree_scan_parent_node,conditional_tree_scan_observed,conditional_tree_scan_parent_observed,conditional_tree_scan_expected,conditional_tree_scan_support_ok,flat_tuple_scan_llr,marginal_column_scan_llr,reversed_hierarchy_tree_scan_llr,random_hierarchy_tree_scan_llr_seed_11,random_hierarchy_tree_scan_llr_seed_17,random_hierarchy_tree_scan_llr_seed_23,random_hierarchy_tree_scan_llr_seed_31,random_hierarchy_tree_scan_llr_seed_47,category_entropy_temporal,transaction_count_signal
47,1519901687.0,1519901769.0,1035,141,0.13623188405797101,66.03577471263935,3,680139614562,21,0.3416798670620775,True,63.21659852942055,3,680139614562,13147,21,330,0.4003507019135683,True,37.29018422874407,66.03531607974006,37.29018422874407,37.29018422874407,56.798788681289935,53.66917816466581,56.79839656467264,53.70559945899913,8.637179730428969,1035.0
48,1519901769.0,1519901899.0,1035,0,0.0,36.74394491919368,2,26294,247,143.6736744628758,True,24.210623710730495,4,2273239158715,864231192,103,226,54.900636544566346,True,33.324581478796695,58.36037175672274,58.671898206162126,43.759445525230916,37.01359043176589,33.324581478796695,58.36037175672274,60.60453007161533,9.238793301384153,1035.0
49,1519901900.0,1519902043.0,1034,0,0.0,12.008020084203935,6,392765483475398668918,436,359.8713794391702,True,10.851090818327652,3,0,0,134,162,107.537926378207,True,12.008020084203935,10.864979583783864,12.008020084203935,12.008020084203935,12.008020084203935,12.008020084203935,12.008020084203935,12.008020084203935,7.849649407309177,1034.0
50,1519902043.0,1519902166.0,1035,0,0.0,19.14385771583018,3,864231192,253,174.5582144373025,True,12.945126436937144,3,0,0,137,163,108.20174073856631,True,12.576889528972181,19.14176368310038,12.576889528972181,12.576889528972181,12.576889528972181,12.576889528972181,12.576889528972181,12.576889528972181,8.04030560391862,1035.0
51,1519902166.0,1519902286.0,1035,0,0.0,4.354268188529634,6,392795360660600054103,62,41.99058049841772,True,9.409525902922077,3,0,0,139,171,113.51225562144073,True,4.354268188529634,5.217463546424135,5.335368757055484,5.217463546424135,4.354268188529634,4.354268188529634,4.354268188529634,4.354268188529634,8.430823914665856,1035.0
52,1519902286.0,1519902376.0,1034,0,0.0,13.949672267964232,6,392765483475398668918,442,359.8713794391702,True,13.474915597335205,2,13147,0,329,572,267.0033177614644,True,13.949672267964232,19.156129823787666,13.949672267964232,13.949672267964232,19.156129823787666,13.949672267964232,13.949672267964232,13.949672267964232,7.56370199235826,1034.0
53,1519902376.0,1519902518.0,1035,0,0.0,13.666621012198172,6,109755691715,6,0.23598200158227847,True,14.200994577966464,3,109755691715,0,6,179,0.21806199729936007,True,13.666621012198172,13.609797760570888,13.666621012198172,13.666621012198172,13.666621012198172,13.666621012198172,13.666621012198172,13.666621012198172,8.518453537067517,1035.0
54,1519902518.0,1519902624.0,1035,0,0.0,6.95211708870842,6,392765483475398668918,418,360.2194175237342,True,11.071729036604456,3,0,0,135,163,108.20174073856631,True,6.95211708870842,6.34646094866946,6.95211708870842,9.744702695065975,6.95211708870842,6.95211708870842,6.95211708870842,6.95211708870842,7.714117506904685,1035.0
55,1519902624.0,1519902722.0,1035,0,0.0,6.95211708870842,6,392765483475398668918,418,360.2194175237342,True,13.273244364213035,3,0,0,154,185,122.80565666647097,True,6.95211708870842,6.09128988081131,6.95211708870842,6.95211708870842,6.95211708870842,6.95211708870842,6.95211708870842,6.95211708870842,7.828779682663091,1035.0
56,1519902722.0,1519902808.0,1034,0,0.0,12.28459808535797,4,864231192,187,131.09060008924487,True,7.741899107162325,3,864231192,13147,225,310,192.13622322584592,True,10.896182779787154,8.240181310444363,10.896182779787154,10.896182779787154,10.896182779787154,10.896182779787154,10.896182779787154,10.896182779787154,8.475941194329044,1034.0
